ID,label,lang,score
1439144883038535684,SquidGame,en,0.37846389412879944
1207506605606154240,Steam,en,0.670577883720398
950390566642245632,BreastCancer,en,0.7222238779067993
1454623328522555393,SeductiveSunday,en,0.5887081623077393
1154690532024582144,Sing,en,0.39043372869491577
1467823977368367107,PushpaTrailer,en,0.6539722681045532
1529443616367722496,SpanishGP,en,0.8166062831878662
1228810223936245765,VoteBlue2020,en,0.9529908895492554
1503069896942538753,bingqiu,en,0.7957715392112732
896094391651127296,relaxing,en,0.8408628106117249
1264182770303037440,Prabhas20,en,0.5170526504516602
874223209482256384,farmrewards,en,0.5670650005340576
1463058215462076419,PTD_ON_STAGE_LA,en,0.6073686480522156
1094513125968220160,feminism,en,0.3626154065132141
1053915084282449920,gamenight,en,0.5838158130645752
976690464131698688,WorldWaterDay,en,0.19376887381076813
1405151367589773316,WhatILearnedToday,en,0.8754631280899048
1049239183133265920,MoDaoZuShi,en,0.8318468332290649
1513158382106030080,RR,en,0.513403058052063
1150072336844038145,feetfetish,en,0.3559705913066864
836209300225679360,App,en,0.7935805916786194
901619113449185281,Westminster,en,0.2560156285762787
965966763379879936,Athens,en,0.7439985871315002
1067959643035627522,riverdale,en,0.3144536018371582
887677144310173696,IranDeal,en,0.7340872883796692
1310996525150081025,LabourDay,en,0.834985077381134
1432579343801192450,Kotigobba3,en,0.25912603735923767
1224522904429305863,feetfetish,en,0.3559705913066864
1118292744957509633,tool,en,0.2605683505535126
1503649600971886594,Birthday,en,0.36932528018951416
922314296725594112,E,en,0.6314988136291504
1317500165742153729,UnCut,en,0.14140665531158447
1083697592444293122,paint,en,0.838839590549469
1294651013379522560,MSDhoni,en,0.15743374824523926
1226106197893361668,steam,en,0.9813480973243713
1151981717336383488,KIMYOHAN,en,0.39324912428855896
1149423159122243584,Cumbria,en,0.24797241389751434
1529057609608679424,BlackSwan,en,0.36013343930244446
1373522595916619777,CHUANG2021,en,0.5811755657196045
934802654374563840,Archaeology,en,0.6316885948181152
1066121416922279936,revolution,en,0.3479886054992676
1251208488400887817,marriage,en,0.9453583359718323
1178687704923545602,MMATwitter,en,0.37614330649375916
1260666143569838084,Athens,en,0.7439985871315002
891068723687247873,TrumpTrain,en,0.5188487768173218
821934899271593985,ALDUB79thWeeksary,en,0.5666123628616333
815647554625007616,IndieDev,en,0.21429213881492615
1065193744939462656,Refugees,en,0.697600781917572
1138819732486971397,NHLBruins,en,0.5063309669494629
1361758121190899715,electric,en,0.8899419903755188
1201287955110871047,Sing,en,0.39043372869491577
1156659119744528384,OITNB,en,0.5836546421051025
1410982964679254017,July2Coup,en,0.9804404973983765
996661833330126848,ALDUB34thMonthsary,en,0.5534529685974121
1122251845127131136,Don,en,0.550175130367279
1189005223400005632,SomeoneYouLoved,en,0.8211373686790466
1196101330386817024,PolyU,en,0.43116945028305054
1378229961505579011,stripmenow,en,0.8237543106079102
1223623988427010048,TanhajiTheUnsungWarrior,en,0.558154821395874
996134641139527680,OnePlus6,en,0.39370179176330566
1521469119236755457,congratulations,en,0.6924270391464233
874135731148599296,OITNB,en,0.5836546421051025
1398311476226580480,ChampionsLeagueFinal,en,0.8233010768890381
1150752191302504448,WhatILearnedToday,en,0.8754631280899048
1306537742654824454,NationlUnemploymentDay,en,0.44846609234809875
1531186161544269824,PlatinumJubilee,en,0.29709622263908386
872106149931298816,NotToday,en,0.4975353181362152
891871524759625729,BusinessIntelligence,en,0.5686259865760803
1090269617002401792,Blogger,en,0.2416466921567917
926779138219708416,OpenSource,en,0.25801560282707214
1318926400460517377,BheemManiaBegins,en,0.35290682315826416
1126234677151444992,ChampionsLeagueFinal,en,0.8233010768890381
1506293885248720913,TanhajiTheUnsungWarrior,en,0.558154821395874
986114677976510464,Audio,en,0.32422617077827454
928436542602915840,anal,en,0.3960779309272766
1296696546734596096,dairy,en,0.7597866058349609
869119186164953088,SK,en,0.46232351660728455
1455289913729961985,JaiBhim,en,0.24476224184036255
1288821710406455297,DarkSouls,en,0.2962450385093689
1405103000264183809,automation,en,0.33316659927368164
1444270746558029832,daughter,en,0.995725154876709
1059125836404580352,BoozAllen,en,0.271196573972702
1291526615890046977,WNBA,en,0.4405965507030487
1467886149582663683,PushpaTrailer,en,0.6539722681045532
1509773576982786048,BusinessProposal,en,0.6041099429130554
937743323825131520,MondayMotivation,en,0.690785825252533
1511756206053859329,TheView,en,0.6130519509315491
873193129142308868,camgirl,en,0.8282585740089417
1242356768220594178,child,en,0.7880298495292664
1025886251646377984,LynDrive,en,0.3311677575111389
1324314647885832192,Shameless,en,0.5134319067001343
1267180412998123531,riots2020,en,0.9179114699363708
911772254895247361,Mixtape,en,0.33596542477607727
865232415563886593,Niall4MMVA,en,0.7944663763046265
1515061919144562688,Gurugram,en,0.18973101675510406
977618232306626560,MarchForOurLives,en,0.20592071115970612
1409904966311890946,OpenSource,en,0.25801560282707214
942197797494902787,TrumpTrain,en,0.5188487768173218
991336621051006976,Followback,en,0.7708660364151001
1295729949052227591,robotics,en,0.42610594630241394
860088481305030656,anal,en,0.3960779309272766
925067647045259266,Photoshop,en,0.7322090268135071
1459831974265114628,ohmpawat,en,0.449910044670105
1317269130047819778,Compassion,en,0.6156467199325562
1015912669516259328,MainelandiaFair2018,en,0.15206167101860046
1127555859440132097,SpanishGP,en,0.8166062831878662
1056062349558321152,coffee,en,0.9302017688751221
1481736205494538246,AVAX,en,0.8919049501419067
1420603251292925954,KKCA,en,0.426896333694458
1154394058812514305,JACKSTAGRAM,en,0.4544559419155121
1443537502611165191,SmallStreamersConnect,en,0.36628371477127075
1297153240627200002,MammukkaBdayCDP,en,0.4651157557964325
887537586943799296,unity3d,en,0.888630747795105
1444779066066800641,AnimalKingdom,en,0.29302850365638733
880877874013544448,Buddha,en,0.3478715717792511
1447275686952067072,SquidGame,en,0.37846389412879944
1291641559708991489,steam,en,0.9813480973243713
1400772129486999552,relaxing,en,0.8408628106117249
995633136347369472,SpanishGP,en,0.8166062831878662
1380429207403065348,Btc,en,0.9450749158859253
1442211717581316097,Liquorose,en,0.5922421216964722
1243232112716603394,ChineseVirus,en,0.26791372895240784
979049656222134272,btsartmy,en,0.17080892622470856
1072728718307667969,Mueller,en,0.3732479512691498
1536312430761979907,KIMYOHAN,en,0.39324912428855896
847885271030841344,instagood,en,0.563257098197937
1412373287028543490,Economics,en,0.3479849398136139
822490654911692802,links,en,0.9883309602737427
1257019926784720898,SeductiveSunday,en,0.5887081623077393
1223676468934262785,BossBirthdayCDP,en,0.5855222344398499
855894439465713665,UnCut,en,0.14140665531158447
1116127382895644672,NipseyHussle,en,0.4630145728588104
846016629934837760,feminism,en,0.3626154065132141
888081164795170816,gainwithxtiandela,en,0.4307105541229248
903267900290727937,SK,en,0.46232351660728455
1478654807003049986,JUNGKOOK,en,0.31849244236946106
879873465582473216,Bellarke,en,0.28870266675949097
1186632924952702976,NoDeal,en,0.301006555557251
1506379904992137225,MoonKnight,en,0.38664042949676514
1181795561814548485,Cumbria,en,0.24797241389751434
1353364129277497345,child,en,0.7880298495292664
937824356734038018,FireEmblemHeroes,en,0.21765382587909698
1291147772620689413,BusinessIntelligence,en,0.5686259865760803
1493997974132768775,healthcare,en,0.9313123822212219
1262753958285594628,Obamagate,en,0.84995037317276
1410946061007343618,July2Coup,en,0.9804404973983765
1097484588186824705,btsartmy,en,0.17080892622470856
1508910746456969236,MoonKnight,en,0.38664042949676514
956712827816939520,Olicity,en,0.3316267728805542
1492800196475977729,KeerthySuresh,en,0.5718104839324951
1493567651586654213,Cumbria,en,0.24797241389751434
1014172934963748864,KeerthySuresh,en,0.5718104839324951
850659112895602688,StreamersConnected,en,0.7183335423469543
977957720769757184,MarchForOurLives,en,0.20592071115970612
1046073395916550144,GainHighway,en,0.44686976075172424
1378039919398977537,KeerthySuresh,en,0.5718104839324951
1522552427857473538,culture,en,0.8978435397148132
1415048437368770560,VoterID,en,0.9263623952865601
1397126177114845187,May25Coup,en,0.7052888870239258
1018405025150832640,Sing,en,0.39043372869491577
1397435356354473988,AstraZeneca,en,0.2800547778606415
1420259081525284865,KCAMexico,en,0.8978564739227295
1260351803021053964,Obamagate,en,0.84995037317276
939153908429217792,investing,en,0.8344423174858093
1227660037088112640,FlipTheSenate,en,0.5287579298019409
1267536803436933121,PRIDE2020,en,0.31747570633888245
1022639314105118720,OnePlus6,en,0.39370179176330566
1095785319255945224,laptop,en,0.14514195919036865
1059429345863913473,MondayMotivation,en,0.690785825252533
1480348811700625418,BreastCancer,en,0.7222238779067993
1448181658184605698,dreamfanart,en,0.2284410297870636
1516723060245921794,LeadersDebate,en,0.5857221484184265
879295721857536000,paint,en,0.838839590549469
1457754789895282693,BreastCancer,en,0.7222238779067993
1122805517594660865,LeadersDebate,en,0.5857221484184265
1266948195860373504,GeorgeFloydProtests,en,0.5460759401321411
1442700594712485896,ArtistsofSEA,en,0.7227461934089661
1392035992857579525,PalestinianLivesMatter,en,0.24834205210208893
1404281630613807107,suga,en,0.2856360375881195
1428369949987311619,Compassion,en,0.6156467199325562
1049958810473910273,TheGifted,en,0.9716187715530396
925172426782183425,TheGifted,en,0.9716187715530396
1154997712103923713,Mood,en,0.30168113112449646
1255897471957549057,NTRBdayFestBegins,en,0.8919957280158997
1144265699843608576,sarcasm,en,0.3581380546092987
1345103644014891020,SaveSanditon,en,0.1370774805545807
931668565127811072,WorldAIDSDay,en,0.43142932653427124
1212785842437144576,Belfast,en,0.3265809714794159
1119295345601724417,Belfast,en,0.3265809714794159
1297223081862234114,MammukkaBdayCDP,en,0.4651157557964325
1488914429831835648,BlackHistory,en,0.5220181941986084
1522822059591712768,CanYaman,en,0.24329745769500732
1478947339855400960,transfers,en,0.8843874335289001
1465944444897792002,WorldAIDSDay,en,0.43142932653427124
1121911085454565377,Chicago,en,0.4099092185497284
844150136716644353,OpenSource,en,0.25801560282707214
876833195626549248,cyberattacks,en,0.6627506613731384
1306520690758004737,NationlUnemploymentDay,en,0.44846609234809875
1446120301419401237,Followback,en,0.7708660364151001
1481967200361721862,redbubble,en,0.756250262260437
1038978754566139904,BlackHistory,en,0.5220181941986084
857763367624347649,Scandal,en,0.3166659474372864
1534769885326221312,PlatinumJubilee,en,0.29709622263908386
1199895316390002688,TeachersDay,en,0.6194179058074951
854664064961826816,JEsurprise,en,0.623354434967041
1166246362058346497,seafood,en,0.9066195487976074
1106304236357210113,ElectoralCollege,en,0.513142466545105
1253581446964527105,DevOps,en,0.20686843991279602
1297515351853248512,MammukkaBdayCDP,en,0.4651157557964325
1348817944353107968,Bachelor,en,0.6651729345321655
1291872075699953669,Therapy,en,0.4626447260379791
1104678127018618880,SundayMotivation,en,0.6999211311340332
1100755855136313345,IndianAirForce,en,0.22444579005241394
839661472745734144,RealTime,en,0.8804320096969604
1097873580589830146,Mixtape,en,0.33596542477607727
1515083503683186692,GoodFriday,en,0.506867527961731
1121325799481569280,lfc,en,0.307311087846756
827179800523526145,SEUNGHOON,en,0.158504456281662
1255962659436007424,venturecapital,en,0.16673049330711365
1324122986807439367,Buddha,en,0.3478715717792511
1412732209006616577,Audio,en,0.32422617077827454
1350295959851290625,Gurugram,en,0.18973101675510406
1193612673524604931,SmallStreamersConnect,en,0.36628371477127075
956311370571665410,WinitWednesday,en,0.7764620184898376
886328971427708928,Iraqi,en,0.7568583488464355
866334175623860225,Niall4MMVA,en,0.7944663763046265
885091392015523844,Cumbria,en,0.24797241389751434
946017819145125888,Mueller,en,0.3732479512691498
1027129874450984960,Netherlands,en,0.8606178164482117
971486165504348160,BeSafe,en,0.7076300978660583
1397039584559517698,May25Coup,en,0.7052888870239258
1383471312513896456,CHUANG2021,en,0.5811755657196045
1135570351990202368,venturecapital,en,0.16673049330711365
1274073997366485001,culture,en,0.8978435397148132
1194012737074020352,WhiteHouse,en,0.6915880441665649
916389847434219520,coffee,en,0.9302017688751221
1311785076871454720,laptop,en,0.14514195919036865
1063459149277736964,PokemonLetsGo,en,0.334735631942749
1276845633954091015,PRIDE2020,en,0.31747570633888245
1490716034613059590,AFCON2021,en,0.43064096570014954
1155393965300080640,OITNB,en,0.5836546421051025
1474811663257939971,THEDREAMING,en,0.7985581159591675
1404638410963251201,SUPERFANFRIDAY,en,0.2985484004020691
1395588751389347842,PalestinianLivesMatter,en,0.24834205210208893
1240022737256624129,paypig,en,0.688343346118927
1489826203737354240,RealTime,en,0.8804320096969604
1053767852572975110,Slots,en,0.3302827775478363
1282941197724479488,FlipTheSenate,en,0.5287579298019409
996656696356425729,ALDUB34thMonthsary,en,0.5534529685974121
1283832275776335873,Christ,en,0.3757704198360443
1354184504047493120,ETC,en,0.9148015975952148
1492674235688308739,GodMorningSunday,en,0.3683987259864807
1000877282288963585,LYTear1onBB200,en,0.41845178604125977
936019280193376259,Olicity,en,0.3316267728805542
1368041269801410564,marriage,en,0.9453583359718323
1391043895262208003,May8Coup,en,0.7224864363670349
1506315489538105346,I_NEVER_DIE,en,0.6493966579437256
1193478358782402560,lights,en,0.5171121954917908
1241558928036466688,WorldWaterDay,en,0.19376887381076813
1448543406523920387,AVAX,en,0.8919049501419067
1169205557229568001,Seulgi,en,0.46906009316444397
1298856704814219266,KIMYOHAN,en,0.39324912428855896
839582792581279745,farmrewards,en,0.5670650005340576
1263798227435954177,1MonthForVijayBdayBash,en,0.4047340154647827
1171320994490765312,podcasting,en,0.6257555484771729
1070584619496402945,lakers,en,0.27844032645225525
1494794549075587076,XRPArmy,en,0.7956807017326355
1381260987634868224,28thSpringWithSEHUN,en,0.8098512291908264
909739056606695426,Scandal,en,0.3166659474372864
1015676416548065282,MainelandiaFair2018,en,0.15206167101860046
1065024184412180480,watercolor,en,0.6839420795440674
1124770928305561600,Chicago,en,0.4099092185497284
1218034815972167680,TanhajiTheUnsungWarrior,en,0.558154821395874
848129361882615808,Christ,en,0.3757704198360443
1469115783238148099,THEDREAMING,en,0.7985581159591675
1053727071556562945,WNBA,en,0.4405965507030487
1284629860812419073,Athletics,en,0.8403483629226685
1021737920347160576,Baltimore,en,0.5120946764945984
992596642556768256,submissive,en,0.959449827671051
1503297182493028354,I_NEVER_DIE,en,0.6493966579437256
1116492815608029185,NipseyHussle,en,0.4630145728588104
1512127802660704269,StreamersConnected,en,0.7183335423469543
925827504128086016,Manafort,en,0.38699275255203247
1275088353537347584,Prabhas20,en,0.5170526504516602
1454742156107829248,SM_Halloween_House,en,0.5091146230697632
1168964272652804099,NoDeal,en,0.301006555557251
1038181250123612160,SouthernCameroons,en,0.4777248799800873
1497950398593835013,I_NEVER_DIE,en,0.6493966579437256
1190008923270664192,Mixtape,en,0.33596542477607727
1509442015636951041,AVAX,en,0.8919049501419067
1149950979657359360,StreamersConnected,en,0.7183335423469543
1099207006664183808,yoongstagram,en,0.5977206826210022
1360951955410083848,lights,en,0.5171121954917908
1499035042986840070,camgirl,en,0.8282585740089417
1457745602612191240,relaxing,en,0.8408628106117249
1039804492651343872,qatar,en,0.1477797031402588
1131978415685459968,wearables,en,0.9477883577346802
1034235088526041088,GodIsGood,en,0.44243958592414856
1369717244733833220,automation,en,0.33316659927368164
961105263360081920,Followback,en,0.7708660364151001
854382155048386561,Seulgi,en,0.46906009316444397
1264939249809440776,VoterID,en,0.9263623952865601
844547380213100545,gaymen,en,0.7785623669624329
1454697130161934342,SM_Halloween_House,en,0.5091146230697632
1241882292609527813,WorldWaterDay,en,0.19376887381076813
1480596485230239750,AFCON2021,en,0.43064096570014954
1495327536943079426,voting,en,0.7970200777053833
1329454406329364485,taehyung,en,0.28013789653778076
1224655117628035072,IndianAirForce,en,0.22444579005241394
1314128966072950784,RESONANCE_Pt1,en,0.3191538453102112
874591265211506689,seafood,en,0.9066195487976074
1056975964737986560,bagets,en,0.3551305830478668
1469188592753065984,THEDREAMING,en,0.7985581159591675
862562311541841921,blogger,en,0.2614923417568207
895705071253671945,African,en,0.8723286986351013
1282238458141061120,SomeoneYouLoved,en,0.8211373686790466
833345191608070145,NotToday,en,0.4975353181362152
1541078677294927873,cryptocurrecy,en,0.3008458614349365
1337581347997626368,Hawks,en,0.30253157019615173
1256192819380674561,NTRBdayFestBegins,en,0.8919957280158997
909995560702300160,OpenRP,en,0.36328667402267456
883157914864766977,SCtop10,en,0.5098628997802734
888881466658217984,investing,en,0.8344423174858093
1453153590336364545,MiuraHaruma,en,0.36827540397644043
1028507900199792640,LynDrive,en,0.3311677575111389
1264406067380760578,SocialismKills,en,0.3257751762866974
1086259263087886336,ArtistsofSEA,en,0.7227461934089661
1446793396958412801,watercolor,en,0.6839420795440674
1465060712921792515,PTD_ON_STAGE_LA,en,0.6073686480522156
1481310255061647362,AFCON2021,en,0.43064096570014954
1232128162764611586,SaveSanditon,en,0.1370774805545807
1274529151865798656,camgirl,en,0.8282585740089417
1229953872174600192,SmallStreamersConnect,en,0.36628371477127075
1477936265387520004,BringingDeFiTogether,en,0.379255473613739
1284438784558469120,MiuraHaruma,en,0.36827540397644043
1059843531810852864,TFBJP,en,0.4102981984615326
1182185491044720641,puppylove,en,0.5824103355407715
1135615603153297408,lfc,en,0.307311087846756
1284187868768792576,JacksonWang,en,0.5339516997337341
867040994163929092,charlesmilander,en,0.4029974043369293
939798969219031041,WingsTourFinalDay3,en,0.18236787617206573
833863086280957952,Economics,en,0.3479849398136139
1168916832830578689,HurricaneDorian,en,0.5813769698143005
1024955803902648321,LynDrive,en,0.3311677575111389
869359245950676992,marriage,en,0.9453583359718323
1415387665185316869,KCAMexico,en,0.8978564739227295
1396302451700084736,Christ,en,0.3757704198360443
1039313331843084291,Scandal,en,0.3166659474372864
850066763672956928,Olicity,en,0.3316267728805542
831378524485267456,DTBYFullTrailerOn24Oras,en,0.22238434851169586
968924437172162561,Mueller,en,0.3732479512691498
885961135358222340,Economics,en,0.3479849398136139
1406926208965627904,openvcs,en,0.5846397876739502
832038145868783617,Seulgi,en,0.46906009316444397
851125051428671488,Central_RYS17,en,0.3609539866447449
1306588161988911107,NationlUnemploymentDay,en,0.44846609234809875
1238918572258332678,SaveSanditon,en,0.1370774805545807
1168538173984710656,skinny,en,0.5877286195755005
1075442806896902150,GainHighway,en,0.44686976075172424
1298132072997851137,OngSeongWu,en,0.6374688744544983
883724981280133120,Steam,en,0.670577883720398
1105237659612377090,VoteBlue2020,en,0.9529908895492554
831237945382301697,BHAFC,en,0.7432465553283691
1391477400513368066,SCtop10,en,0.5098628997802734
1210314236607574016,SocialismKills,en,0.3257751762866974
1051854240598171648,Portsmouth,en,0.35361719131469727
1095130868673171456,cyberattacks,en,0.6627506613731384
1301032492552519680,SpeakUpForSSCRailwaysStudents,en,0.7037535309791565
1467295640279347205,GodMorningSunday,en,0.3683987259864807
977580289391292416,MarchForOurLives,en,0.20592071115970612
1142270393501327360,Btc,en,0.9450749158859253
1169236794161823744,TianGuanCiFu,en,0.6480646133422852
1453214815300853760,Auction,en,0.7815235257148743
876009973003821058,gold,en,0.6466666460037231
1228337048827748357,Vijay,en,0.8413673639297485
1126914005791117313,Compassion,en,0.6156467199325562
1294640689167253509,MSDhoni,en,0.15743374824523926
1039775439554859009,yoongstagram,en,0.5977206826210022
885174938675687425,Blogger,en,0.2416466921567917
1297166147067031552,MammukkaBdayCDP,en,0.4651157557964325
1267485082530516994,BlackHistory,en,0.5220181941986084
1055183217286963207,lifequotes,en,0.6776949763298035
1270414361597796352,BusinessIntelligence,en,0.5686259865760803
867820404957696001,Niall4MMVA,en,0.7944663763046265
1258572085531512832,NTRBdayFestBegins,en,0.8919957280158997
1391089488986841090,May8Coup,en,0.7224864363670349
1073922329686786048,electric,en,0.8899419903755188
1414711663828209665,SUPERFANFRIDAY,en,0.2985484004020691
1123161366108540928,foodwaste,en,0.5809094309806824
872197189325291520,RN,en,0.8004571795463562
936249060121563136,App,en,0.7935805916786194
872195981529538564,tool,en,0.2605683505535126
1509792063885299747,JacksonWang,en,0.5339516997337341
1348387491666124804,UnCut,en,0.14140665531158447
1247339766686736385,nswpol,en,0.6980470418930054
856871348517339136,farmrewards,en,0.5670650005340576
911603135772114944,fruit,en,0.9407162666320801
